,id,description,ingredients,categories,url
Bœuf Stroganoff nach Biolek,3433,"Bœuf Stroganoff nach Biolek ist eine Variante des international bekannten Gerichtes aus der Küche des bekannten TV-Kochs und Entertainers Alfred Biolek
","{'Champignon', 'Zitrone', 'Pflanzenöl', 'Gewürzgurke', 'Tomate', 'Butter', 'Pfeffer', 'Senf', 'Rinderfilet', 'Schalotte', 'Salz', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rinderfilet', 'Alfred Biolek']",https://www.kochwiki.org/wiki/B%C5%93uf_Stroganoff_nach_Biolek
Entrecôte mit Tomaten und Knusper-Artischocken,3434,"Das Rezept Entrecôte mit Tomaten und Knusper-Artischocken und seine Umsetzung zeigte der Sterne- und TV-Koch Christian Henze kürzlich in seiner wöchentlichen Kochsendung bei ""MDR um 4"" im MDR.
","{'Artischocke', 'Baguette', 'Entrecôte vom Rind', 'Pfeffer', 'Limettensaft', 'Kirschtomate', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rezepte bekannter Köche', 'Rinderfilet', 'Artischocke', 'Christian Henze']",https://www.kochwiki.org/wiki/Entrec%C3%B4te_mit_Tomaten_und_Knusper-Artischocken
Filet Wellington,3435,"Filet Wellington ist ein altes, aber noch immer noch sehr aktuelles Rezept. Ein wunderbarer Fleischgang zu Weihnachten.
","{'Gänsestopfleber', 'Blätterteig', 'Trüffel', 'Ei', 'Butter', 'Erdnussöl'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Rinderfilet', 'Festliche Küche', 'Trüffel', 'Französische Küche']",https://www.kochwiki.org/wiki/Filet_Wellington
Filet Wellington mit Marroni-Duxellesfarce,3436,"Filet Wellington mit Marroni-Duxellesfarce ist ein altes, aber noch immer noch sehr aktuelles Rezept. Ein wunderbares Hauptgericht zu allen Festtagen.
","{'Butter', 'Blätterteig', 'Erdnussöl', 'Ei'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Englische Küche', 'Rinderfilet', 'Festliche Küche']",https://www.kochwiki.org/wiki/Filet_Wellington_mit_Marroni-Duxellesfarce
Filetspitzen à la Stroganoff mit Kapern,3437,"Bœuf Striganoff gilt als eines der bekanntesten russischen Gerichte schlechthin, wurde aber von französischen Köchen für den Hofadel in St. Petersburg entwickelt, blieb lange Zeit in diesen Kreisen und fand darüber auch seien Weg ins übrige Europa. In die allgemeine Küche Russlands kam es erst im 20. Jahrhundert.
","{'Cornichon', 'Champignon', 'Butter', 'Kaper', 'Rinderfilet', 'Schalotte', 'Butterschmalz', 'Salz', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Russische Küche', 'Rinderfilet', 'Champignons']",https://www.kochwiki.org/wiki/Filetspitzen_%C3%A0_la_Stroganoff_mit_Kapern
Filetspitzen Stroganoff,3438,"Filetspitzen Stroganoff mal in einer ganz einfachen Variante. 
","{'Salz', 'Champignon', 'Crème double', 'Steinpilz', 'Nudel', 'Senf', 'Rinderfilet', 'Schalotte', 'Schnittlauch', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Russische Küche', 'Rinderfilet', 'Champignons', 'Steinpilze']",https://www.kochwiki.org/wiki/Filetspitzen_Stroganoff
Filetsteaks mit Honigkruste,3439,"Filetsteaks mit Honigkruste sind eine leckere Hauptspeise für besondere Anlässe.
","{'Meersalz', 'Rinderfilet', 'Zwiebel', 'Toastbrot', 'Tomate', 'Erbse', 'Honig', 'Butter', 'Pfeffer', 'Risottoreis', 'Gewürzthymian', 'Knoblauch', 'Senf', 'Butterschmalz', 'Parmesan'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Rinderfilet']",https://www.kochwiki.org/wiki/Filetsteaks_mit_Honigkruste
Gedämpftes Rinderfilet im Bananenblatt,3440,"Rinderfilet ist wohl eines der edleren Teilstücke des Rindes. Als lecker gedämpftes Rinderfilet im Bananenblatt serviert, mundet es besonders gut mit würziger Kapernbutter.
","{'Salz', 'Fischfilet', 'Banane', 'Koriander', 'Butter', 'Pfeffer', 'Petersilie', 'Kalbsfilet', 'Basilikum', 'Knoblauch', 'Rinderfilet', 'Schalotte', 'Kerbel', 'Meerrettich', 'Gewürzthymian'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Rinderfilet', 'Meerrettich']",https://www.kochwiki.org/wiki/Ged%C3%A4mpftes_Rinderfilet_im_Bananenblatt
Gedämpftes Rinderfilet im Bananenblatt mit Kapernbutter,3441,"Rinderfilet ist wohl eines der edleren Teilstücke des Rindes. Als lecker Gedämpfte Rinderfilet im Bananenblatt mit Kapernbutter serviert, mundet es besonders gut mit Salaten oder Baguette.
","{'Salz', 'Fischfilet', 'Banane', 'Koriander', 'Anchovis', 'Butter', 'Kaper', 'Pfeffer', 'Petersilie', 'Kalbsfilet', 'Basilikum', 'Knoblauch', 'Rinderfilet', 'Schalotte', 'Kerbel', 'Meerrettich', 'Gewürzthymian'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Rinderfilet', 'Meerrettich']",https://www.kochwiki.org/wiki/Ged%C3%A4mpftes_Rinderfilet_im_Bananenblatt_mit_Kapernbutter
Märkischer Topf,3442,"Der Märkische Topf ist eine sehr geschätzte Spezialität aus der Mark Brandenburg, die auf den Teltower Rübchen basiert, den kleinen und zarten Speiserüben aus dem mageren Sandboden in der Region rund um Berlin. 
","{'Zucker', 'Rinderfilet', 'Steinpilz', 'Zwiebel', 'Mehl', 'Teltower Rübchen', 'Butter', 'Pfeffer', 'Zwiebelsalz', 'Speiseöl', 'Salz', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Brandenburger Küche', 'Rüben', 'Rinderfilet']",https://www.kochwiki.org/wiki/M%C3%A4rkischer_Topf
Medaillons vom Rinderfilet mit Aprikosen,3443,"Aus einem Kochbuch des TV-Kochs Christian Henze stammt das Rezept für die köstlichen Medaillons vom Rinderfilet mit Aprikosen. Es ist ein nicht besonders preiswertes Gericht, das man ja auch nicht jeden Tag, sondern besonders an Festtagen den Gästen und sich selbst kredenzen sollte.
","{'Sahne', 'Blauschimmelkäse', 'Pfeffer', 'Softaprikose', 'Pinienkern', 'Rinderfilet', 'Wermut', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Festliche Küche', 'Rinderfilet', 'Aprikose', 'Christian Henze']",https://www.kochwiki.org/wiki/Medaillons_vom_Rinderfilet_mit_Aprikosen
Pfeffersteak in Käsesauce,3444,"Pfeffersteak in Käsesauce ist ein leckeres Hauptgericht für besondere Tage, schnell gemacht und trotzdem besonders.
","{'Orange', 'Brühe', 'Kopfsalat', 'Eisbergsalat', 'Pfeffer', 'Nudel', 'Milch', 'Rindfleisch', 'Salz', 'Schnittlauch', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Festliche Küche', 'Rindersteaks', 'Rinderfilet', 'Blauschimmelkäse']",https://www.kochwiki.org/wiki/Pfeffersteak_in_K%C3%A4sesauce
Pochiertes Rinderfilet,3445,"Ein pochiertes Rinderfilet mit einer feinen Sauce ist etwas ganz Besonderes. Das nebenstehende Foto zeigt das Filet mit Sauce Béarnaise und gebratenen Kartoffeln.
","{'Rinderfilet', 'Pfeffer', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Französische Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Pochiertes_Rinderfilet
Rindercarpaccio,3446,"Ein Rindercarpaccio ist eine exquisite Vorspeise aus Norditalien.
","{'Salz', 'Zitrone', 'Champignon', 'Pfeffer', 'Rauke', 'Basilikum', 'Rinderfilet', 'Parmesan', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rinderfilet', 'Carpaccio']",https://www.kochwiki.org/wiki/Rindercarpaccio
Rindercarpaccio mit Limette,3447,"Eine exquisite Vorspeise aus Norditalien.
","{'Meersalz', 'Limette', 'Knoblauch', 'Milch', 'Sellerie', 'Rinderfilet', 'Parmesan', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rinderfilet', 'Antipasti']",https://www.kochwiki.org/wiki/Rindercarpaccio_mit_Limette
Rindercarpaccio mit Meerrettich,3448,"Rindercarpaccio mit Meerrettich ist eine Variante des Rindercarpaccios.
","{'Meersalz', 'Zitrone', 'Champignon', 'Pfeffer', 'Rinderfilet', 'Meerrettich', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Vorspeisen', 'Rinderfilet', 'Meerrettich', 'Carpaccio']",https://www.kochwiki.org/wiki/Rindercarpaccio_mit_Meerrettich
Rinderfilet auf bordelaiser Art,3449,"Rinderfilet auf bordelaiser Art (frz. filet de boeuf bordelaise) ist ein Standardgericht der Bordelaiser Küche.
","{'Meersalz', 'Wasser', 'Baguette', 'Pfeffer', 'Butter', 'Rinderfilet', 'Butterschmalz', 'Rindermark'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Bordelaiser Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rinderfilet_auf_bordelaiser_Art
Rinderfilet in Rotweinsauce,3450,"Eine Hauptspeise für den besonderen Anlass ist das Rinderfilet in Rotweinsauce. Man kann mit den verschiedensten Beilagen und dem verschiedensten Gemüse kombinieren, immer ein Hammer.
","{'Mehl', 'Zwiebel', 'Paprika', 'Butter', 'Pfeffer', 'Rosmarin', 'Krokette', 'Basilikum', 'Rindfleisch', 'Karotte', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rinderfilet_in_Rotweinsauce
Rinderfilet in Senf-Kräuterkruste,3451,"Das Rinderfilet in Senf-Kräuterkruste ist ein festliches Gericht, das man auch gut Gästen servieren kann.
","{'Zucker', 'Weißbrot', 'Pfeffer', 'Butter', 'Senf', 'Petersilie', 'Gewürzthymian', 'Rinderfilet', 'Schalotte', 'Bohne', 'Gnocchi'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Rinderfilet', 'Niedrigtemperaturgaren']",https://www.kochwiki.org/wiki/Rinderfilet_in_Senf-Kr%C3%A4uterkruste
Rinderfilet mit Garnelen,3452,"Wie kann das zusammen passen? Garnelen und Rindfleisch. es passt. Das folgende Rezept beweist die eindeutig. Rinderfilet mit Garnelen!
","{'Garnele', 'Pfeffer', 'Rinderfilet', 'Rapsöl', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rinderfilet', 'Rindersteaks']",https://www.kochwiki.org/wiki/Rinderfilet_mit_Garnelen
Rinderfilet mit Morcheln und Champignons,3453,"Das Rinderfilet mit Morcheln und Champignons ist ein etwas anspruchsvolleres Gericht, aber die Mühe zahlt sich aus. Die rosafarbenen Scheiben des saftigen Fleisches mit der sehr aromareichen Sauce, wer könnte da widerstehen. Das Fleisch sollte aus dem Mittelteil des Rinderfilets geschnittenen sein.
","{'Champignon', 'Zitrone', 'Chateaubriand', 'Butter', 'Morchel', 'Pfeffer', 'Schalotte', 'Butterschmalz', 'Salz', 'Sahne'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Rindersteaks', 'Französische Küche', 'Festliche Küche', 'Rinderfilet', 'Champignons']",https://www.kochwiki.org/wiki/Rinderfilet_mit_Morcheln_und_Champignons
Rinderfilet mit Paprika,3454,"Ein Rinderfilet mit Paprika ist ein edles italienisches Hauptgericht, aber dennoch sehr einfach in der Zubereitung.
","{'Balsamico', 'Paprika', 'Pfeffer', 'Olivenöl', 'Basilikum', 'Knoblauch', 'Rinderfilet', 'Salz', 'Weißweinessig'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Italienische Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rinderfilet_mit_Paprika
Rinderfilet Stroganoff,3455,"Schon in den 50'ern war Rinderfilet Stroganoff ein Highlight.
","{'Meersalz', 'Champignon', 'Zitrone', 'Butter', 'Pfeffer', 'Kaper', 'Senf', 'Petersilie', 'Knoblauch', 'Rinderfilet', 'Schalotte', 'Butterschmalz', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Rinderfilet', 'Deutsche Küche', 'Champignons']",https://www.kochwiki.org/wiki/Rinderfilet_Stroganoff
Rinderfilet und Chicorée mit Sauce béarnaise überbacken,3456,"Eine typisch belgische Kombination.
","{'Meersalz', 'Pfeffer', 'Butter', 'Rinderfilet', 'Butterschmalz'}","['Schwierigkeit schwierig', 'Rezepte ohne Alkohol', 'Belgische Küche', 'Rindersteaks', 'Rinderfilet', 'Chicorée']",https://www.kochwiki.org/wiki/Rinderfilet_und_Chicor%C3%A9e_mit_Sauce_b%C3%A9arnaise_%C3%BCberbacken
Rinderfilet und Chicorée mit Sauce hollandaise überbacken,3457,"Eine typisch belgische Kombination.
","{'Meersalz', 'Pfeffer', 'Butter', 'Rinderfilet', 'Butterschmalz'}","['Schwierigkeit schwierig', 'Rezepte ohne Alkohol', 'Belgische Küche', 'Rindersteaks', 'Rinderfilet', 'Chicorée']",https://www.kochwiki.org/wiki/Rinderfilet_und_Chicor%C3%A9e_mit_Sauce_hollandaise_%C3%BCberbacken
Rinderfilet Wellington,3458,"Dieses Gericht erhielt seinen Namen zu Ehren von Arthur Wellesley, dem ersten Herzog von Wellington, der 1815 den Franzosenkaiser Napoleon I. in der Schlacht bei Waterloo besiegte. 
","{'Kochschinken', 'Cognac', 'Blätterteig', 'Ei', 'Trüffel', 'Pfeffer', 'Rinderfilet', 'Salz'}","['Schwierigkeit mittel bis schwierig', 'Rezepte mit Alkohol', 'Französische Küche', 'Rinderfilet', 'Festliche Küche', 'Trüffel']",https://www.kochwiki.org/wiki/Rinderfilet_Wellington
Rinderfilets mit Roquefortsauce,3459,"Rinderfilets mit Roquefortsauce ist eine interessante Kombination von Fleisch mit Blauschimmelkäse und ideal zu festlichen Anlässen.
","{'Meersalz', 'Eisbergsalat', 'Pfeffer', 'Butter', 'Weinbrand', 'Rinderfilet', 'Butterschmalz'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Französische Küche', 'Rindersteaks', 'Festliche Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rinderfilets_mit_Roquefortsauce
Rinderfiletscheiben in Kürbiskernpanier,3460,"Rinderfiletscheiben in Kürbiskernpanier sind ein wahrliches Festessen und schmecken herrlich. Dank der etwas festeren Fleischstruktur von Rindfleisch und Kürbiskernen ein wahrer, knackender Genuss.
","{'Meersalz', 'Kürbiskern', 'Weizenmehl', 'Kopfsalat', 'Pfeffer', 'Essig', 'Sesam', 'Kürbiskernöl', 'Zitrone', 'Ghee', 'Rinderfilet', 'Sahne', 'Feldsalat', 'Ei', 'Schalotte', 'Paniermehl', 'Zucker', 'Butterschmalz', 'Sonnenblumenöl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Festliche Küche', 'Kinderküche', 'Rinderfilet', 'Rindersteaks', 'Sesam', 'Steirische Küche']",https://www.kochwiki.org/wiki/Rinderfiletscheiben_in_K%C3%BCrbiskernpanier
Rinderspitzen in Cognacsauce,3461,"Rinderspitzen in Cognacsauce aus der Rinderhüfte oder des Filets vom Rind. Veredelt mit feiner Cognacsauce ein wahrer Genuss für festliche Gegebenheiten oder ein Sonntagsessen mit Freunden.
","{'Cognac', 'Zucker', 'Weizenmehl', 'Pfeffer', 'Rinderhüfte', 'Nudel', 'Petersilie', 'Schalotte', 'Butterschmalz', 'Salz', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Französische Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rinderspitzen_in_Cognacsauce
Rindersteak auf Blattspinat mit Sherry-Risotto,3462,"Ein wahrliches Festessen, das Rindersteak mit Sherryrisotto auf Blattspinat und Kumquats, das bei besonderen Anlässen sicher einen Höhepunkt des Menüs darstellt. Das Steak kommt beim Autor aus Oberösterreich, der es immer direkt beim Biobauern besorgt, zwar etwas teuer als im Supermarkt, in der Qualität aber einzigartig (einfach empfehlenswert, solch ein Stück Fleisch zu genießen, wenn auch nicht häufig).
","{'Meersalz', 'Muskat', 'Kumquat', 'Zwiebel', 'Limette', 'Eisbergsalat', 'Fond', 'Pfeffer', 'Butter', 'Petersilie', 'Brokkoli', 'Spinat', 'Rinderfilet', 'Parmesan'}","['Schwierigkeit mittel bis schwierig', 'Rezepte mit Alkohol', 'Rindersteaks', 'Festliche Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rindersteak_auf_Blattspinat_mit_Sherry-Risotto
Rindersteak Pizzaiola,3463,"Rindersteak Pizzaiola (kurz Pizzaiola oder Carne pizzaiola) ist ein Rezept aus der napoletanischen Küche, das Gericht ist jedoch heute im ganzen Land zu haben.
","{'Butter', 'Rosmarin', 'Gewürzthymian', 'Knoblauch', 'Rinderfilet', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rindersteaks', 'Rinderfilet', 'Toskanische Küche']",https://www.kochwiki.org/wiki/Rindersteak_Pizzaiola
Rindfleisch aus dem Wok,3464,"Rindfleisch aus dem Wok ist ein typisch chinesisches Gericht, das schnell zubereitet ist. Das schonende Pfannenrühren schützt und bewahrt die wertvollen Inhaltsstoffe des Gemüses, und der frische Ingwer regt die Magen- und Darmtätigkeit an. 
","{'Ingwer', 'Rinderfilet', 'Cashewkern', 'Knoblauch', 'Paprika', 'Sojasauce', 'Lauchzwiebel', 'Sellerie', 'Judasohr', 'Salz', 'Erdnussöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Wok-Küche', 'Rinderfilet']",https://www.kochwiki.org/wiki/Rindfleisch_aus_dem_Wok
Rindfleisch mit grüner Paprika,3465,"Rindfleisch mit grüner Paprika ist ein vietnamesisches Gericht, das durch Chilis sehr scharf wird. Für europäische Zungen wurde die Zugabe von Chilis reduziert.
","{'Ingwer', 'Zucker', 'Limette', 'Zwiebel', 'Chili', 'Cayennepfeffer', 'Tomate', 'Kokosmilch', 'Paprika', 'Austernsauce', 'Sojasauce', 'Knoblauch', 'Rinderfilet', 'Sesamöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Vietnamesische Küche', 'Rinderfilet', 'Paprika', 'Kokosmilch']",https://www.kochwiki.org/wiki/Rindfleisch_mit_gr%C3%BCner_Paprika
Tournedos Rossini,3466,"Tournedos Rossini dürfen getrost als die höchste Ehre bezeichnet werden, die einem Stück Rindfleisch angediehen werden kann. 
","{'Gänsestopfleber', 'Artischocke', 'Lorbeer', 'Stärkemehl', 'Trüffel', 'Butter', 'Rosmarin', 'Krokette', 'Speck', 'Knoblauch', 'Rinderfilet', 'Schalotte', 'Salz', 'Olivenöl'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Pariser Küche und Küche der Île-de-France', 'Artischocke', 'Trüffel', 'Rinderfilet']",https://www.kochwiki.org/wiki/Tournedos_Rossini
Warmes Rinder-Carpaccio,3467,"Warmes Rinder-Carpaccio ist ein Rezept aus dem Repertoire des bekannten TV-Kochs Tim Mälzer, der die Umsetzung des Rezeptes in der ARD-Sendung Tim Mälzer kocht! demonstrierte.
","{'Zucker', 'Mehl', 'Butter', 'Pfeffer', 'Pinienkern', 'Rauke', 'Rinderfilet', 'Schalotte', 'Parmesan', 'Salz', 'Weißweinessig'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Vorspeisen', 'Tim Mälzer', 'Rinderfilet', 'Schnelle Gerichte']",https://www.kochwiki.org/wiki/Warmes_Rinder-Carpaccio
Avocado-Steak-Pfanne,3468,"Die Avocado-Steak-Pfanne ist ein schnelles Gericht für zwei Personen, das zudem noch mit nur etwa 400 kcal ziemlich kalorienarm ist.
","{'Limette', 'Zwiebel', 'Butterschmalz', 'Avocado', 'Entrecôte vom Rind', 'Petersilie', 'Knoblauch', 'Kirschtomate', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rezept des Monats', 'Avocado', 'Rindersteaks']",https://www.kochwiki.org/wiki/Avocado-Steak-Pfanne
Beef Jerky auf scharfe Art,3469,"Ein typisch amerikanischer Snack, der dort überall erhältlich ist, sind die in Europa an Essensrationen im 2. Weltkrieg erinnernde Trockenfleisch genannte Beef Jerky. Es erinnert etwas an Wurstsnacks wie etwa Kabanossi und kann mit unterschiedlichen Marinaden klassisch, mild, scharf oder auch fruchtig zubereitet werden. 
","{'Zwiebel', 'Cayennepfeffer', 'Eisbergsalat', 'Pfeffer', 'Natron', 'Knoblauch', 'Rauchsalz', 'Worcestersauce', 'Sojasauce', 'Rumpsteak'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Jamaikanische Küche', 'Knabberzeug und Snacks', 'Rindersteaks']",https://www.kochwiki.org/wiki/Beef_Jerky_auf_scharfe_Art
Beefsteak à la Tartare Original,3470,"Dieses Rezept basiert auf dem Original Beefsteack à la Tartare von George Auguste Escoffier aus seinem Guide culinaire von 1921. (Anm.: Beefsteack entspricht der Schreibweise von 1921.)
","{'Meersalz', 'Quark', 'Zitrone', 'Cayennepfeffer', 'Toastbrot', 'Gewürzgurke', 'Ei', 'Pfeffer', 'Rinderhüfte', 'Essig', 'Senf', 'Worcestersauce', 'Schnittlauch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Vorspeisen', 'Abendessen', 'Rindersteaks']",https://www.kochwiki.org/wiki/Beefsteak_%C3%A0_la_Tartare_Original
Chateaubriand mit Speck und Knoblauch gespickt,3471,"Ein schmackhaftes Stück Rindfleisch.
","{'Meersalz', 'Bauchspeck', 'Chateaubriand', 'Butter', 'Knoblauch', 'Senf', 'Butterschmalz'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Französische Küche', 'Rindersteaks']",https://www.kochwiki.org/wiki/Chateaubriand_mit_Speck_und_Knoblauch_gespickt
Entrecôte mit Rotweinsauce,3472,"Entrecôte mit Rotweinsauce ist eine Spezialität aus der Region von Bordeaux in Südwestfrankreich, wo sie deshalb auch Entrecôte à la bordelaise heißt. Selbstverständlich ist das Gericht nur authentisch, wenn ein originaler Rotwein aus dem Bordelais oder dem Médoc zum Einsatz kommt. Bekanntlich sollen ja die Zutaten zu einem guten Gericht nur die besten sein. Aber ein trockener Dornfelder aus Deutschland tut wohl auch seine Dienste.
","{'Mehl', 'Markknochen', 'Entrecôte vom Rind', 'Butter', 'Pfeffer', 'Schalotte', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Bordelaiser Küche', 'Rindersteaks']",https://www.kochwiki.org/wiki/Entrec%C3%B4te_mit_Rotweinsauce
Filetsteak mit Balsamicobutter auf Kartoffel-Selleriepüree,3473,"Ein edles Gericht ist das Filetsteak vom Kalb oder Rind. Mit wertvollem Balsamico und Butter verfeinert und zu Kartoffel- Selleriepüree sowie frischem Gemüse serviert ein wahrer Genuss. Das Filetsteak mit Balsamicobutter auf Kartoffel- Selleriepüree ist eine Sünde wert und sollt ruhig mal an einem Feiertag den Gaumen erfreuen.
","{'Balsamico', 'Muskat', 'Gemüse', 'Pfeffer', 'Milch', 'Butter', 'Lauchzwiebel', 'Kalbsfilet', 'Sellerie', 'Butterschmalz', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Kalbsfilet', 'Rindersteaks']",https://www.kochwiki.org/wiki/Filetsteak_mit_Balsamicobutter_auf_Kartoffel-Selleriep%C3%BCree
Filetsteak mit frischem Meerrettich,3474,"Ein passendes Gericht zu Festmenüs ist das Filetsteak vom Rind. Mit frischem Meerrettich erhält es in diesem Rezept eine besondere Note. Das Rezept stammt aus dem Weihnachtsmenü 2010 vom niederländischen Auslandssender Radio Nederland Wereldomroep.
","{'Meersalz', 'Pfeffer', 'Crème fraîche', 'Rinderfilet', 'Meerrettich', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Rindersteaks', 'Niederländische Küche']",https://www.kochwiki.org/wiki/Filetsteak_mit_frischem_Meerrettich
Gebratenes Steak mit Rotweinsauce,3475,"Gebratenes Steak mit Rotweinsauce (franz. Bifteck Marchand de Vins für ""Weinhändler-Steak"") ist ein in Frankreich sehr bekanntes Rezept für ein eher standardmäßig zubereitetes Schweine- oder Rindersteak und einer besonderen Rotweinsauce. 
","{'Mehl', 'Zitronensaft', 'Pflanzenöl', 'Lorbeer', 'Thymian', 'Butter', 'Pfeffer', 'Petersilie', 'Fleischfond', 'Wein', 'Schalotte', 'Salz', 'Rumpsteak'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Schweinesteaks', 'Rindersteaks', 'Französische Saucen', 'Französische Küche']",https://www.kochwiki.org/wiki/Gebratenes_Steak_mit_Rotweinsauce
Javanisches Steak,3476,"Javanisches Steak (indonesisch: Bistik Jawa)  ist von der Zubereitung wie vom Namen her ein Import aus den Niederlanden (wo es Javaans Biefstuk heißt), aber die Gewürze sind eindeutig indonesisch.
","{'Ketjap Asin', 'Ketjap Manis', 'Muskat', 'Zucker', 'Zwiebel', 'Wasser', 'Butter', 'Pfeffer', 'Essig', 'Knoblauch', 'Rinderfilet', 'Schalotte', 'Salz', 'Stärkemehl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rindersteaks', 'Indonesische Küche', 'Niederländische Küche']",https://www.kochwiki.org/wiki/Javanisches_Steak
Mariniertes Rindfleisch mit Gemüse,3477,"Mariniertes Rindfleisch mit Gemüse ist ein chinesisches Hauptgericht, einfach herzustellen, dennoch sehr lecker und schön.
","{'Zucker', 'Brühe', 'Sojasauce', 'Kaiserschote', 'Brokkoli', 'Spinat', 'Knoblauch', 'Karotte', 'Sesamöl', 'Stärkemehl', 'Rumpsteak'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Chinesische Küche', 'Rindersteaks', 'Brokkoli']",https://www.kochwiki.org/wiki/Mariniertes_Rindfleisch_mit_Gem%C3%BCse
Ofentomaten mit Rindersteaks,3478,"Die Ofentomaten mit Rindersteaks sind ein absolut schnelles (etwa zehn Minuten Arbeit) und sehr leckeres Ofengericht.
","{'Tomate', 'Hüftsteak', 'Pfeffer', 'Olive', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rindersteaks', 'Tomate']",https://www.kochwiki.org/wiki/Ofentomaten_mit_Rindersteaks
Pfannengegrilltes Pfeffersteak mit Barbecuesauce,3479,"Pfannengegrilltes Pfeffersteak mit Barbecuesauce ist ein sommerliches Hauptgericht aus der Küche des bekannten Fernsehkochs Christian Henze.
","{'Curry', 'Chilisauce', 'Honig', 'Pfeffer', 'Obstessig', 'Pinienkern', 'Petersilie', 'Knoblauch', 'Rinderfilet', 'Salz', 'Sojasauce', 'Olivenöl', 'Ketchup'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Christian Henze', 'Rindersteaks']",https://www.kochwiki.org/wiki/Pfannengegrilltes_Pfeffersteak_mit_Barbecuesauce
