,id,description,ingredients,categories,url
Ravioli mit Mortadellafüllung,3732,"Die Ravioli mit Mortadellafüllung sind eines der eigenen Raviolirezepte des Autors. Mortadella di Bologna Gigante schmeckt nach Meinung des Autors am besten. 
","{'Mortadella', 'Zubereitung:Zitronenabrieb', 'Ei', 'Parmaschinken', 'Ravioliteig', 'Weizengrieß', 'Mascarpone', 'Pfeffer', 'Koriander', 'Salz', 'Pistazie'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Ravioli']",https://www.kochwiki.org/wiki/Ravioli_mit_Mortadellaf%C3%BCllung
Ravioli mit Ricotta-Zitronen Füllung,3733,"Die Raviolifüllung der Ravioli mit Ricotta-Zitronen-Füllung harmoniert mit dem in Butter geschwenkten Majoran sehr gut.
","{'Butter', 'Parmesan', 'Zubereitung:Zitronenabrieb', 'Ricotta', 'Ei', 'Meersalz', 'Ravioliteig', 'Weizengrieß', 'Majoran', 'Pfeffer', 'Zitrone'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Ravioli', 'Ricotta', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Ravioli_mit_Ricotta-Zitronen_F%C3%BCllung
Ravioliteig,3734,"Ravioliteig ist die Grundlage für selbstgemachte Ravioli.
","{'Meersalz', 'Ei', 'Weizengrieß', 'Weizenmehl', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Nudelteig', 'Vegetarische Backwaren', 'Vegetarische Basisrezepte', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise', 'Ravioli']",https://www.kochwiki.org/wiki/Ravioliteig
Gemüsesuppe mit Tortellini,3735,"Möchte man ein schönes italienisches Menü mit einer schönen Suppe starten lassen, dann bietet sich die Gemüsesuppe mit Tortellini an. Sie ist schnell gemacht und ist sehr lecker. 
","{'Brühe', 'Petersilie', 'Knoblauch', 'Mais', 'Pfeffer', 'Tortellini', 'Salz', 'Paprika', 'Olivenöl', 'Erbse', 'Zwiebel', 'Tomatenmark'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Paprikasuppen', 'Tortellini']",https://www.kochwiki.org/wiki/Gem%C3%BCsesuppe_mit_Tortellini
Kräutertortellini lombardischer Art,3736,"Kräutertortellini lombardischer Art (italienisch: Tortellini d'herba alla Lombarda) sind ein historisches Rezept der italienischen Küche. Das Rezept stammt aus dem prachtvoll bebilderten Buch des Bartolomeo Scappi (um 1500-1577) mit dem kurzen, aber kraftstrotzenden Titel Opera (""Arbeit"", 1570, Nachdruck bis Mitte des 17. Jahrhunderts).
","{'Teig für gefüllte Pasta nach Scappi', 'Butter', 'Parmesan', 'Ricotta', 'Ei', 'Petersilie', 'Pfeffer', 'Safran', 'Milch', 'Salz', 'Rosine', 'Brühwürfel', 'Wasser', 'Spinat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Tortellini', 'Historische Rezepte', 'Lombardische Küche']",https://www.kochwiki.org/wiki/Kr%C3%A4utertortellini_lombardischer_Art
Tortellini in Käse-Sahne-Sauce,3737,"Tortellini in Käse-Sahne-Sauce ist italienische Pasta vom Feinsten und in 5 Minuten zubereitet.
","{'Butter', 'Parmesan', 'Sahne', 'Tortellini', 'Basilikum'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Schnelle Gerichte', 'Tortellini']",https://www.kochwiki.org/wiki/Tortellini_in_K%C3%A4se-Sahne-Sauce
Tortellini mit Champignon-Sahnesauce,3738,"Die Tortellini mit Champignon-Sahnesauce ist eine einfache Pasta-Variante. Sehr lecker, allerdings auch sehr kalorienreich.
","{'Champignon', 'Knoblauch', 'Milch', 'Pfeffer', 'Crème fraîche', 'Tortellini', 'Salz', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Tortellini', 'Champignons']",https://www.kochwiki.org/wiki/Tortellini_mit_Champignon-Sahnesauce
Tortellini mit Pilz-Sahne-Sauce,3739,"Das Geheimnis dieser Pilz-Sahne-Sauce ist die geriebene Zitronenschale, die dem Gericht eine frische Note gibt. Statt der Tortellini können genauso gut Nudeln wie z. B. Rigatoni verwendet werden.
","{'Butter', 'Zubereitung:Zitronenabrieb', 'Champignon', 'Sahne', 'Knoblauch', 'Pfeffer', 'Tortellini', 'Salz', 'Muskat', 'Pecorino'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Schnelle Gerichte', 'Tortellini', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Tortellini_mit_Pilz-Sahne-Sauce
Tortellini mit Pilze-Käse-Sahnesauce,3740,"Die Tortellini mit Pilze-Käse-Sahnesauce ist ein einfaches Nudelgericht.
","{'Champignon', 'Meersalz', 'Sahne', 'Pfeffer', 'Tortellini', 'Kochschinken', 'Emmentaler'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Tortellini', 'Champignons', 'Käse']",https://www.kochwiki.org/wiki/Tortellini_mit_Pilze-K%C3%A4se-Sahnesauce
Tortelloni mit Rucola und Champignons,3741,"Tortelloni mit Rucola und Champignons ist eine Mischung aus Salat und warmem Hauptgericht, das man auch gut Gästen servieren kann. Dieses mediterrane Gericht bekommt seinen Geschmack durch die Pilze, die Kirschtomaten und den Knoblauch kombiniert mit dem leicht fruchtigen Dressing. Drittelt man die Portion, kann man es auch gut als Vorspeise servieren.
","{'Champignon', 'Orangensaft', 'Rauke', 'Essig', 'Knoblauch', 'Pfeffer', 'Kirschtomate', 'Salz', 'Tortelloni', 'Olivenöl', 'Pecorino', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Champignons', 'Rauke', 'Tortellini', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Tortelloni_mit_Rucola_und_Champignons
Käsemakkaroni,3742,"Käsemakkaroni (schw.: Älplermagronen, Älpli-Makronen) ist ein Schweizer Nudel-Kartoffelgericht.
","{'Maccheroni', 'Butter', 'Sahne', 'Kartoffel', 'Milch', 'Pfeffer', 'Salz', 'Muskat', 'Hartkäsesorten', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Kinderküche', 'Hartkäse', 'Makkaroni', 'Schweizer Küche', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise', 'Christian Henze', 'Jamie Oliver']",https://www.kochwiki.org/wiki/K%C3%A4semakkaroni
Makkaroni mit Pfifferlingsauce,3743,"Makkaroni mit Pfifferlingssauce sind ein klassisches Pastagericht, das besonders im Herbst angesagt ist. Bitte keine Pfifferlinge aus der Dose verwenden, die schmecken nach „nichts“.
","{'Butter', 'Speck', 'Majoran', 'Meersalz', 'Pfeffer', 'Schnittlauch', 'Pfifferling', 'Crème fraîche', 'Zwiebel', 'Olivenöl', 'Maccheroni'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Makkaroni', 'Pfifferlinge']",https://www.kochwiki.org/wiki/Makkaroni_mit_Pfifferlingsauce
Nudelteig (Basisrezept),3744,"Der Nudelteig ist ein Basisrezept.
","{'Ei', 'Weizengrieß', 'Weizenmehl', 'Salz', 'Wasser'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Nudelteig', 'Vegetarische Backwaren', 'Vegetarische Basisrezepte', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Nudelteig_(Basisrezept)
Nudelteig aus Hartweizengrieß,3745,"Der Nudelteig mit Hartweizengrieß ist ein klassisches, italienisches Basisrezept.
","{'Wasser', 'Weizengrieß', 'Salz', 'Olivenöl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Nudelteig', 'Vegetarische Backwaren', 'Vegetarische Basisrezepte', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Nudelteig_aus_Hartweizengrie%C3%9F
Teig für gefüllte Pasta nach Scappi,3746,"Ein für allemal: Die Nudel wurde nicht von Marco Polo aus China nach Italien gebracht! Getrocknete Nudeln gab es in Europa schon, bevor der Kaufmann 1295 von seiner weiten Reise zurückkehrte. Es gibt Ansichten, wonach bereits die Römer Nudelteig kannten. Doch die rämischen lagana und tracta sind nicht unbedingt mit der späteren pasta gleich zu stellen.- Vielmehr sollen sie mehr den mexikanischen tortilla oder indischen chapatti geglichen haben als den italienischen Lasagneblättern. Den Autoren Capatti und Montanari (Italian cuisine) zufolge wurde getrocknete Pasta im 9. Jahrhundert von den Arabern entwickelt, um sie auf ihren Reisen durch die Wüsten mitzunehmen. Auf Sizilien, das viele Jahrhunderte von den Arabern beherrscht wurde, war um das 12. Jahrhundert eine ganze Industrie für die Nudelherstellung entstanden. Kaufleute aus Genua brachten die Pasta auf die italienische Halbinsel, und schon bald wurden auch dort getrocknete Nudeln gegessen.
","{'Butter', 'Weizengrieß', 'Salz', 'Zucker', 'Wasser', 'Rosenwasser'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Historische Rezepte', 'Italienische Küche', 'Nudelteig', 'Vegetarische Backwaren', 'Vegetarische Basisrezepte', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Teig_f%C3%BCr_gef%C3%BCllte_Pasta_nach_Scappi
Wan-Tan-Teig,3747,"Um Wan Tans herzustellen, benötigt man den Teig. Am einfachsten ist es, sich die Wan-Tan-Blätter im Asia-Laden zu kaufen. Man kann ihn aber auch selber herstellen. Das ist zwar aufwendig, hat aber ein schönes Ergebnis zur Folge.
","{'Mehl', 'Ei', 'Essig', 'Salz', 'Pflanzliche Öle'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Nudelteig', 'Vegetarische Backwaren', 'Vegetarische Basisrezepte', 'Vegetarische Hauptspeise', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Wan-Tan-Teig
Gefülltes Suppenhuhn nach béarnaiser Art,3748,"Gefülltes Suppenhuhn nach béarnaiser Art (frz. Poule-au-pot béarnaise) ist ein klassisches Gericht aus der südwestfranzösischen Region Béarn. Dieses Rezept stammt aus dem Kochbuch La cuisine pour tous (""Die Küche für alle"") der französischen Köchin und Kochbuchautorin Ginette Mathiot (1907-1998). In diesem Kochbuch schreibt die Autorin, dass das Gericht zubereitet wird wie Pot-au-feu und aus dem 17. Jahrhundert stammt. 
","{'Karotte', 'Speck', 'Leber', 'Ei', 'Pastinake', 'Wirsing', 'Knoblauch', 'Kartoffel', 'Salz', 'Suppenhuhn', 'Weißbrot', 'Zwiebel', 'Lauch'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Aquitanische Küche', 'Hühnersuppen']",https://www.kochwiki.org/wiki/Gef%C3%BClltes_Suppenhuhn_nach_b%C3%A9arnaiser_Art
Toskanische Hühnerbrühe,3749,"Die in der Toskana Minestra magica (""Zaubersuppe"") genannte heiße Hühnerbrühe kann man - wie auch die bei uns übliche - als Arznei ansehen: Sie fördert das Schwitzen, wodurch Krankheitserreger ausgeschwemmt werden. Gleichzeitig werden Flüssigkeit, Mineralstoffe und Salz ersetzt und der Schleim in den Atemwegen verflüssigt.Das Rezept für diese Minestra magica aus der Toskana gibt es jedoch nicht beim Arzt, sondern nur hier im Koch-Wiki. Die Suppe ist angebracht, wenn es in der Nase kribbelt, im Hals brennt und die Grippe winkt. Ab an den Herd und die Suppe kochen! Die Wirkung ist garantiert, so wahr wie Frau Holle lebt.
","{'Karotte', 'Brühwürfel', 'Chili', 'Petersilie', 'Salz', 'Suppenhuhn', 'Ingwer', 'Suppengrün', 'Olivenöl', 'Hühnerbrühe', 'Schwarze Bohne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hühnersuppen', 'Toskanische Küche']",https://www.kochwiki.org/wiki/Toskanische_H%C3%BChnerbr%C3%BChe
Endiviensuppe,3750,"Die Endiviensuppe ist eine sehr einfache Suppe und überrascht im Geschmack.
","{'Mehlschwitze', 'Butter', 'Rinderbrühe', 'Pfeffer', 'Salz', 'Endivie', 'Muskat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Blattgemüsesuppen', 'Endivie']",https://www.kochwiki.org/wiki/Endiviensuppe
Spinatsuppe mit Kräuterfrischkäse,3751,"Sehr schnell zubereitet ist diese Spinatsuppe mit Kräuterfrischkäse. Eine leckere Vorspeise oder gut für Partys geeignet.
","{'Gemüsebrühe', 'Knoblauch', 'Pfeffer', 'Kräuterfrischkäse', 'Crème fraîche', 'Salz', 'Spinat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Blattgemüsesuppen', 'Partyrezepte', 'Schnelle Soßen', 'Spinat', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Spinatsuppe_mit_Kr%C3%A4uterfrischk%C3%A4se
Spinatsuppe mit Rahm,3752,"Schnell zubereitet ist diese Rahmspinat-Suppe. Eine leckere Abwechslung als Zwischenmahlzeit oder als Einleitung zu einem Mehrgängemenü.
","{'Bohne', 'Pfeffer', 'Salz', 'Brühwürfel', 'Wasser', 'Olivenöl', 'Spinat', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Blattgemüsesuppen', 'Spinat', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise', 'Weiße-Bohnen-Suppen']",https://www.kochwiki.org/wiki/Spinatsuppe_mit_Rahm
Feijão,3753,"Feijão (port. Bohnen) ist das brasilianische Essen schlechthin. Die meisten Brasilianer essen Arroz com feijão (Reis mit Bohnen) täglich mit einer Fleischbeilage und Farofa. 
","{'Speck', 'Lorbeer', 'Knoblauch', 'Schwarze Bohne', 'Pfeffer', 'Salz', 'Pflanzliche Öle', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Brasilianische Küche', 'Bohnensuppen', 'Schnellkochtopf']",https://www.kochwiki.org/wiki/Feij%C3%A3o
Brokkoli-Krabbensuppe,3754,"Eine schnell zubereitete Brokkoli-Krabbensuppe.
","{'Meersalz', 'Sahne', 'Gemüsebrühe', 'Pfeffer', 'Nordseekrabbe', 'Cayennepfeffer', 'Brokkoli'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Friesische Küche', 'Brokkolisuppen', 'Nordseekrabbe']",https://www.kochwiki.org/wiki/Brokkoli-Krabbensuppe
Erbsen-Koriander-Suppe,3755,"Die Erbsen-Koriander-Suppe ist schon in 20 Minuten fertig. Eine ""Erfindung"" des bekannten Fernsehkochs Steffen Henssler.
","{'Lime Juice', 'Sahne', 'Fond', 'Koriander', 'Salz', 'Crème fraîche', 'Weißwein', 'Sonnenblumenöl', 'Erbse', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Steffen Henssler', 'Erbsensuppen', 'Schnelle Suppen']",https://www.kochwiki.org/wiki/Erbsen-Koriander-Suppe
Erbsensuppe auf rheinische Art,3756,"Die Erbsensuppe auf rheinische Art ist ein typisches Beispiel der bodenständigen rheinischen Küche.
","{'Sellerie', 'Karotte', 'Majoran', 'Schweinebauch', 'Kartoffel', 'Petersilie', 'Pfeffer', 'Salz', 'Erbse', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Rheinische Küche', 'Westfälische Küche']",https://www.kochwiki.org/wiki/Erbsensuppe_auf_rheinische_Art
Erbsensuppe aus Nord-Cornwall,3757,"Die Erbsensuppe aus Nord-Cornwall (englisch: North Cornish Pea Soup) ist ein traditionelles Rezept der englischen Küche. Das Gericht aus dem Norden der südwestenglischen Grafschaft Cornwall ist eine klassische Suppe aus getrockneten Erbsen und Gemüse. Traditionell wird sie mit Minze und Clotted Cream serviert.
","{'Karotte', 'Speck', 'Butter', 'Lorbeer', 'Gewürzthymian', 'Minzen', 'Milch', 'Pfeffer', 'Salz', 'Clotted Cream aus Crème double', 'Weißbrot', 'Wasser', 'Erbse', 'Zwiebel', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Küche Cornwalls']",https://www.kochwiki.org/wiki/Erbsensuppe_aus_Nord-Cornwall
Erbsensuppe mit Flusskrebsen,3758,"Eine frische und bekömmliche Erbsensuppe für alle, die gern ausgewogen essen und dabei auf Frische und Leichtigkeit bedacht sind. Mit einem krossen Stück Brot ist man häufig schon nach einem Teller satt. 
","{'Schalotte', 'Butter', 'Sahne', 'Gewürzthymian', 'Minzen', 'Salz', 'Weißwein', 'Olivenöl', 'Erbse', 'Flusskrebs'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Erbsensuppen', 'Krebs']",https://www.kochwiki.org/wiki/Erbsensuppe_mit_Flusskrebsen
Erbswurstsuppe,3759,"Erbswurstsuppe ""gelb"" ist die einzige Instantsuppe, die der Autor verwendet. Die Konsistenz ist mit Hausmitteln nahezu unerreichbar.
","{'Speck', 'Pfeffer', 'Erbswurst', 'Pflanzliche Öle', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Fastfood']",https://www.kochwiki.org/wiki/Erbswurstsuppe
Geeiste Gurken-Erbsensuppe mit pochierten Garnelen,3760,"Eine ideale und leichte Speise für heiße Sommertage ist die geeiste Gurken-Erbsensuppe mit pochierten Garnelen. Nicht nur lecker, leicht und erfrischend, sondern auch ein gesunder Magenfüller.
","{'Joghurt', 'Erbse', 'Gurke', 'Knoblauch', 'Pfeffer', 'Salz', 'Garnele', 'Rotweinessig', 'Pflanzliche Öle', 'Weißbrot', 'Fond', 'Zwiebel', 'Muskat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Garnele', 'Erbsensuppen']",https://www.kochwiki.org/wiki/Geeiste_Gurken-Erbsensuppe_mit_pochierten_Garnelen
Grüne türkische Erbsensuppe,3761,"Erbsensuppen sind wohl überall, wo Erbsen angebaut und gehandelt werden, ein beliebtes Hauptgericht. Allein dieses Koch-Wiki enthält derzeit (Januar 2017) rund 20 verschiedene Rezepte, nicht nur aus dem deutschsprachigen Raum.
","{'Butter', 'Paprikapulver', 'Kopfsalat', 'Zitronensaft', 'Petersilie', 'Pfeffer', 'Salz', 'Toastbrot', 'Hühnerbrühe', 'Erbse', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Türkische Küche', 'Erbsensuppen', 'Türkische Suppen']",https://www.kochwiki.org/wiki/Gr%C3%BCne_t%C3%BCrkische_Erbsensuppe
Innviertler Erbsen-Speck-Suppe,3762,"Eine wohl in vielen Varianten gekochte Suppe ist jene aus Erbsen. So wie auch schon seit jeher im Hause des Autors als Innviertler Erben-Speck-Suppe darf ein guter herzhafter Speck nicht fehlen und harmoniert mit den Erbsen hervorragend.
","{'Butter', 'Sauerrahm', 'Bauchspeck', 'Knoblauch', 'Pfeffer', 'Salz', 'Hühnerbrühe', 'Erbse', 'Zwiebel', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Innviertler Küche', 'Erbsensuppen']",https://www.kochwiki.org/wiki/Innviertler_Erbsen-Speck-Suppe
Klassische Erbsensuppe,3763,"Klassische Erbsensuppe war die Suppe, die man als Kind nicht mochte, heute allerdings umso mehr. Man kann sie auch sehr gut in größeren Mengen zubereiten, und aufgewärmt schmeckt eine Erbsensuppe sowieso nochmal so gut! 
","{'Butter', 'Speck', 'Majoran', 'Mehl', 'Rinderbrühe', 'Kartoffel', 'Pfeffer', 'Schnittlauch', 'Salz', 'Wiener Würstchen', 'Schalerbse', 'Suppengrün', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Hausmannskost']",https://www.kochwiki.org/wiki/Klassische_Erbsensuppe
Pikante Kichererbsensuppe,3764,"Diese pikante Kichererbsensuppe ist leicht herzustellen.
","{'Sahne', 'Chili', 'Gemüsefond', 'Kichererbse', 'Koriander', 'Paprika', 'Salz', 'Cayennepfeffer', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Erbsensuppen', 'Kichererbse', 'Nordafrikanische Küche']",https://www.kochwiki.org/wiki/Pikante_Kichererbsensuppe
Surinamische Erbsensuppe,3765,"Ein Teil der Zutaten erinnert an den niederländischen snert, doch die Surinamische Erbsensuppe (ndl.: Surinaamse erwtensoep) hat noch einige Besonderheiten…
","{'Tomate', 'Sellerie', 'Brühwürfel', 'Chili', 'Piment', 'Schweinefleisch', 'Macis', 'Salzfleisch vom Rind', 'Salz', 'Paprika', 'Schalerbse', 'Gewürznelke', 'Wasser', 'Rindfleisch', 'Zwiebel', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Surinamische Küche', 'Erbsensuppen']",https://www.kochwiki.org/wiki/Surinamische_Erbsensuppe
Anti-Katersuppe,3766,"Wer kennt ihn nicht, den Tag danach, nach einer ausgedehnten Feier oder am ersten Januar, wo am Vorabend ausgiebig das neue Jahr gefeiert wurde. Der Kater danach lässt sich zumindest mildern, indem am besten wohl einer netten Mutter die Katersuppe, meine Mutter ergänzte sogar Neujahrs-Katersuppe, zur Regenerierung gereicht wird.
","{'Blumenkohl', 'Chili', 'Knoblauch', 'Zitronengras', 'Tomate', 'Kreuzkümmel', 'Pfeffer', 'Koriander', 'Olivenöl', 'Currypulver', 'Lorbeer', 'Lauch', 'Sellerie', 'Karotte', 'Kardamom', 'Wasser', 'Weißkohl', 'Zwiebel', 'Tomatensaft', 'Limette', 'Petersilie', 'Salz', 'Ingwer'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Gemüsesuppen mit gemischtem Gemüse', 'Hausmannskost', 'Karotte', 'Tomate', 'Lauch', 'Sellerie', 'Katerfrühstück']",https://www.kochwiki.org/wiki/Anti-Katersuppe
Belgische Gemüsesuppe,3767,"Die belgische Gemüsesuppe (fläm. Groentensoep) wird in Flandern sogar an der Haustür verkauft.
","{'Sellerie', 'Karotte', 'Tomate', 'Butter', 'Lorbeer', 'Rinderbrühe', 'Gewürzthymian', 'Kartoffel', 'Knoblauch', 'Pfeffer', 'Salz', 'Zwiebel', 'Tomatenmark', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Flandrische Küche', 'Gemüsesuppen mit gemischtem Gemüse']",https://www.kochwiki.org/wiki/Belgische_Gem%C3%BCsesuppe
Blitzsuppe mit Tomate und Hack,3768,"Die Blitzsuppe mit Tomate und Hack war ein Rezept zum Thema ""Jeden Tag 1 Pfund leichter"" in einer Wochen-Frauenzeitschrift. Nach der dem eigenen Geschmack angepassten Veränderung (z. B. Zugabe von 6 Knoblauchzehen) ergab es eine sättigende, kalorienarme Suppe.
","{'Champignon', 'Knoblauch', 'Paprika', 'Oregano', 'Gemüsezwiebel', 'Rinderhackfleisch', 'Basilikum', 'Tomate', 'Zitronensaft', 'Pfeffer', 'Olivenöl', 'Wurzelpetersilie', 'Mais', 'Stangensellerie', 'Peperoni', 'Gemüsefond', 'Petersilie', 'Kirschtomate', 'Salz', 'Fenchel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen mit gemischtem Gemüse']",https://www.kochwiki.org/wiki/Blitzsuppe_mit_Tomate_und_Hack
Gemüse-Pistou,3769,"Das Gemüse-Pistou ist eine provenzalische Gemüsesuppe auf Basilikum-Basis. Sie wird zum Servieren mit einem ""Blubb"" Pesto garniert. Ohne Parmesan kann das Rezept auch als vegan gelten.
","{'Tomate', 'Karotte', 'Parmesan', 'Bohne', 'Zucchini', 'Erbse', 'Brühe', 'Kartoffel', 'Pesto', 'Salz', 'Schalotte', 'Tomatenmark'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen mit gemischtem Gemüse', 'Hans-Dietrich Marzi', 'Leicht veganisierbar', 'Zucchini', 'Provenzalische Küche']",https://www.kochwiki.org/wiki/Gem%C3%BCse-Pistou
Gemüsesuppe mit Nudeln,3770,"Eine Gemüsesuppe mit Nudeln schmeckt fast jedem, aber vor allen Dingen Kindern. 
","{'Sellerie', 'Karotte', 'Nudel', 'Wurzelpetersilie', 'Rinderbrühe', 'Kohlrabi', 'Petersilie', 'Pfeffer', 'Salz', 'Mairübe', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen mit gemischtem Gemüse', 'Karotte', 'Sellerie']",https://www.kochwiki.org/wiki/Gem%C3%BCsesuppe_mit_Nudeln
Hühnerconsommé mit Julienne und Erbsen,3771,"Die Hühnerconsommé mit Julienne und Erbsen (frz. Consommé de poulet julienne) ist eine perfekte Suppe an kalten Tagen.
","{'Sellerie', 'Karotte', 'Hühnerconsommé', 'Erbse', 'Lauch'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Französische Geflügelgerichte', 'Klare Hühnersuppen', 'Gemüsesuppen mit gemischtem Gemüse', 'Geflügelbrühe']",https://www.kochwiki.org/wiki/H%C3%BChnerconsomm%C3%A9_mit_Julienne_und_Erbsen
Vegetarische Gemüsesuppe,3772,"Die Vegetarische Gemüsesuppe ist eine köstliche Suppe, die schnell gekocht und leicht bekömmlich ist. Entweder als einfache, gesunde Vorspeise oder Eintopf geeignet. Einfache Zutaten, die in jedem Supermarkt oder Gemüseladen erhältlich sind, ermöglichen zudem eine spontane Zubereitung ohne große Vorbereitung.
","{'Sellerie', 'Karotte', 'Mangold', 'Zucchini', 'Lauchzwiebel', 'Gemüsebrühe', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Salz', 'Olivenöl', 'Zwiebel', 'Brokkoli'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Gemüsesuppen mit gemischtem Gemüse', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Vegetarische_Gem%C3%BCsesuppe
Kalte Gurkensuppe mit Krabben,3773,"Die Gurkensuppe mit Krabben ist fettarm. 
","{'Joghurt', 'Salatgurke', 'Radieschen', 'Sauerrahm', 'Meersalz', 'Brühe', 'Pfeffer', 'Dill', 'Nordseekrabbe', 'Muskat', 'Zitrone', 'Wasser'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kalte Gemüsesuppen']",https://www.kochwiki.org/wiki/Kalte_Gurkensuppe_mit_Krabben
Tarator,3774,"Tarator ist eine erfrischende, sommerliche und kalt servierte Gurkensuppe aus dem Balkanraum.
","{'Joghurt', 'Weißweinessig', 'Salatgurke', 'Walnuss', 'Knoblauch', 'Pfeffer', 'Dill', 'Salz', 'Wasser', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Bulgarische Küche', 'Kalte Gemüsesuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Tarator
Möhren-Kokos-Ingwersuppe,3775,"Die Möhren-Kokos-Ingwersuppe ist eine Vorspeise mit exotischem Touch.
","{'Karotte', 'Butter', 'Kokosraspeln', 'Kokosmilch', 'Gemüsebrühe', 'Pfeffer', 'Salz', 'Ingwer', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Karottensuppen', 'Kokosmilch', 'Kokosnuss']",https://www.kochwiki.org/wiki/M%C3%B6hren-Kokos-Ingwersuppe
